;Susceptible;Infetcted;Recovered;Dead
0;9999999;1;0;0
1;9999998,648133385186665;0,850866614813335;0,5;0,001
2;9999998,348741865660410472088;0,7239739603181086929116525547;0,9254333074066675;0,001850866614813335
3;9999998,093999607724939975626;0,6160052641342067342253128851;1,2874202875657218464558262774;0,0025748405751314436929116526
4;9999997,877247969037818686254;0,5241382654900904497506028912;1,5954229196328252135684827200;0,0031908458392656504271369655
5;9999997,692821258187044498879;0,4459717053303293218001035822;1,8574920523778704384437841656;0,0037149841047557408768875684
6;9999997,535898704391890874702;0,3794624347549879557552244084;2,0804779050430350993438359567;0,0041609558100860701986876720
7;9999997,402378547292618191586;0,3228719120420116730377673847;2,2702091224205290772214481609;0,0045404182448410581544428964
8;9999997,288770696803644820047;0,2747209345979371963852551645;2,4316450784415349137403318533;0,0048632901568830698274806638
9;9999997,192105583011780836605;0,2337508601562346444384302311;2,5690055457405035119329594355;0,0051380110914810070238659190
10;9999997,109856496106462513730;0,1988907661232794104497860179;2,6858809758186208341521745511;0,0053717619516372416683043492
11;9999997,039873506332556687172;0,1692294820694222523727959392;2,7853263588802605393770675601;0,0055706527177605210787541352
12;9999996,980327323958985108894;0,1439916939262132822119938743;2,8699410999149716655634655297;0,0057398821998299433311269311
13;9999996,929661499258410374561;0,1225176799697551621571955522;2,9419369468780783066694624669;0,0058838738937561566133389250
14;9999996,886551612494608947873;0,1042462090687092526044551211;3,0031957868629558877480602430;0,0060063915737259117754961206
15;9999996,849870863914974255320;0,0886996069049206096023983165;3,0553188913973105140502878036;0,0061106377827946210281005757
16;9999996,818660463746656444336;0,0754715040138731951756519248;3,0996686948497708188514869618;0,0061993373896995416377029740
17;9999996,792104592194983540736;0,0642161520545956279927062042;3,1374044468567074164393129242;0,0062748088937134148328786259
18;9999996,769509079443390025233;0,0546393726268367338717198453;3,1695125228840052304356660263;0,0063390250457680104608713321
19;9999996,750283335654251106822;0,0464907907299304486128637807;3,1968322091974235973715259489;0,0063936644183948471947430519
20;9999996,733924780970319610492;0,0395574592581667901878396251;3,2200776045623888216779578393;0,0064401552091247776433559157
21;9999996,720005845516350111408;0,0336581076237947273876340168;3,2398563341914722167718776519;0,0064797126683829444335437553
22;9999996,708162669400906228458;0,0286385718197174519166621056;3,2566853880033695804656946603;0,0065133707760067391609313893
23;9999996,698085752718064371804;0,0243675640208808651603523899;3,2710046739132283064240257131;0,0065420093478264566128480514
24;9999996,689511605549175176137;0,0207335616153087473817750059;3,2831884559236687390042019081;0,0065663769118473374780084038
25;9999996,682216197964312189913;0,0176414548309020511674565351;3,2935552367313231126950894111;0,0065871104734626462253901788
26;9999996,676008810023789989405;0,0150104739011423240407299955;3,3023759641467741382788176787;0,0066047519282935482765576353
27;9999996,670727111779422416215;0,0127719247210375928865894264;3,3098812010973453002991826765;0,0066197624021946906005983653
28;9999996,666233133275590993636;0,0108671689396291814298569988;3,3162671634578640967424773897;0,0066325343269157281934849547
29;9999996,662409344550353434367;0,0092465060261125208022858510;3,3217007479276786874574058891;0,0066434014958553573749148117
30;9999996,659155855636235216527;0,0078674954211483657204535791;3,3263240009407349478585488146;0,0066526480018814698957170976
31;9999996,656387556561081101011;0,0066941792903071500102853309;3,3302577486513091307187756042;0,0066605154973026182614375512
32;9999996,654032077348662324838;0,0056958746782820440279819114;3,3336048382964627057239182696;0,0066672096765929254114478365
33;9999996,652027898019254523960;0,0048464207938705408480271796;3,3364527756356037277379092253;0,0066729055512712074554758184
34;9999996,650322628590174162594;0,0041236334052217612486949788;3,3388759860325389981619228151;0,0066777519720650779963238456
